Feature_ID	Female_108 - Total gene reads	Male_108 - Total gene reads
TR45848|c0_g1_i1	13	23
TR45849|c0_g1_i1	2	2
TR45850|c0_g1_i1	6	13
TR45851|c0_g1_i1	0	5
TR45852|c0_g1_i1	4	2
TR45853|c0_g1_i1	1	6
TR45854|c0_g1_i1	16	31
TR45855|c0_g1_i1	2	16
TR45856|c0_g1_i1	11	1
TR45857|c0_g1_i1	4	33
TR45858|c0_g1_i1	5	15
TR45859|c0_g1_i1	8	36
TR45860|c0_g1_i1	2	4
TR45861|c0_g1_i1	10	1
TR45862|c0_g1_i1	3	4
TR45863|c0_g1_i1	18	14
TR45864|c0_g1_i1	7	3
TR45865|c0_g1_i1	4	27
TR45866|c0_g1_i1	3	2
TR45867|c0_g1_i1	6	10
TR45868|c0_g1_i1	11	3
TR45869|c0_g1_i1	21	13
TR45870|c0_g1_i1	25	27
TR45871|c0_g1_i1	3	3
TR45872|c0_g1_i1	6	7
TR45872|c0_g2_i1	0	2
TR45873|c0_g1_i1	16	5
TR45874|c0_g1_i1	1	3
TR45875|c0_g1_i1	2	1
TR45876|c0_g1_i1	4	0
TR45877|c0_g1_i1	54	8
TR45878|c0_g1_i1	5	7
TR45879|c0_g1_i1	6	1
TR45880|c0_g1_i1	4	8
TR45881|c0_g1_i1	17	2
TR45882|c0_g1_i1	2	7
TR45883|c0_g1_i1	8	9
TR45884|c0_g1_i1	10	55
TR45885|c0_g1_i1	5	5
TR45886|c0_g1_i1	13	7
TR45887|c0_g1_i1	16	10
TR45888|c0_g1_i1	4	21
TR45889|c0_g1_i1	3	5
TR45890|c0_g1_i1	11	8
TR45891|c0_g1_i1	18	9
TR45892|c0_g1_i1	7	8
TR45893|c0_g1_i1	2	28
TR45894|c0_g1_i1	10	11
TR45895|c0_g1_i1	0	26
TR45896|c0_g1_i1	7	3
TR45897|c0_g1_i1	2	13
TR45898|c0_g1_i1	7	14
TR45899|c0_g1_i1	4	1
TR45900|c0_g1_i1	1	6
TR45901|c0_g1_i1	10	5
TR45902|c0_g1_i1	10	5
TR45903|c0_g1_i1	7	8
TR45904|c0_g1_i1	2	6
TR45905|c0_g1_i1	13	12
TR45906|c0_g1_i1	0	10
TR45907|c0_g1_i1	0	0
TR45908|c0_g1_i1	19	13
TR45909|c0_g1_i1	2	11
TR45909|c0_g2_i1	3	14
TR45910|c0_g1_i1	0	10
TR45911|c0_g1_i1	126	86
TR45912|c0_g1_i1	8	2
TR45913|c0_g1_i1	2	18
TR45914|c0_g1_i1	3	3
TR45915|c0_g1_i1	4	17
TR45916|c0_g1_i1	2	2
TR45917|c0_g1_i1	5	10
TR45918|c0_g1_i1	6	16
TR45919|c0_g1_i1	8	11
TR45920|c0_g1_i1	3	5
TR45921|c0_g1_i1	1	2
TR45922|c0_g1_i1	3	5
TR45922|c0_g2_i1	3	0
TR45923|c0_g1_i1	4	7
TR45923|c0_g2_i1	0	5
TR45924|c0_g1_i1	6	3
TR45925|c0_g1_i1	13	25
TR45926|c0_g1_i1	2	0
TR45927|c0_g1_i1	8	16
TR45928|c0_g1_i1	9	5
TR45929|c0_g1_i1	5	2
TR45930|c0_g1_i1	22	13
TR45931|c0_g1_i1	5	11
TR45932|c0_g1_i1	3	7
TR45933|c0_g1_i1	6	15
TR45934|c0_g1_i1	6	3
TR45935|c0_g1_i1	5	1
TR45936|c0_g1_i1	2	11
TR45937|c0_g1_i1	0	7
TR45938|c0_g1_i1	1	1
TR45939|c0_g1_i1	32	0
TR45940|c0_g1_i1	6	4
TR45941|c0_g1_i1	6	3
TR45942|c0_g1_i1	6	7
TR45943|c0_g1_i1	17	19
TR45944|c0_g1_i1	3	7
TR45945|c0_g1_i1	27	13
TR45945|c0_g2_i1	3	4
TR45946|c0_g1_i1	185	531
TR45947|c0_g1_i1	4	7
TR45948|c0_g1_i1	8	11
TR45949|c0_g1_i1	8	19
TR45950|c0_g1_i1	1	4
TR45951|c0_g1_i1	4	8
TR45952|c0_g1_i1	6	5
TR45953|c0_g1_i1	78	68
TR45954|c0_g1_i1	14	19
TR45955|c0_g1_i1	17	22
TR45956|c0_g1_i1	6	4
TR45957|c0_g1_i1	1	1
TR45958|c0_g1_i1	7	20
TR45959|c0_g1_i1	5	8
TR45960|c0_g1_i1	7	13
TR45961|c0_g1_i1	9	4
TR45962|c0_g1_i1	8	10
TR45963|c0_g1_i1	2	5
TR45964|c0_g1_i1	18	21
TR45965|c0_g1_i1	1	11
TR45966|c0_g1_i1	0	3
TR45967|c0_g1_i1	1	16
TR45968|c0_g1_i1	5	7
TR45969|c0_g1_i1	16	8
TR45970|c0_g1_i1	5	1
TR45971|c0_g1_i1	53	38
TR45972|c0_g1_i1	24	12
TR45973|c0_g1_i1	3	3
TR45974|c0_g1_i1	6	9
TR45975|c0_g1_i1	7	7
TR45976|c0_g1_i1	7	3
TR45977|c0_g1_i1	25	7
TR45978|c0_g1_i1	23	97
TR45979|c0_g1_i1	4	2
TR45980|c0_g1_i1	3	3
TR45981|c0_g1_i1	4	9
TR45982|c0_g1_i1	1	3
TR45983|c0_g1_i1	0	10
TR45983|c0_g2_i1	1	0
TR45984|c0_g1_i1	19	32
TR45985|c0_g1_i1	0	7
TR45986|c0_g1_i1	4	12
TR45987|c0_g1_i1	5	7
TR45988|c0_g1_i1	5	3
TR45989|c0_g1_i1	13	36
TR45990|c0_g1_i1	30	16
TR45991|c0_g1_i1	11	14
TR45992|c0_g1_i1	7	124
TR45993|c0_g1_i1	1	9
TR45994|c0_g1_i1	7	8
TR45995|c0_g1_i1	0	0
TR45996|c0_g1_i1	4	7
TR45997|c0_g1_i1	1	6
TR45998|c0_g1_i1	2	16
TR45999|c0_g1_i1	11	12
TR46000|c0_g1_i1	10	2
TR46001|c0_g1_i1	8	14
TR46002|c0_g1_i1	4	7
TR46003|c0_g1_i1	16	10
TR46004|c0_g1_i1	2	2
TR46005|c0_g1_i1	7	2
TR46006|c0_g1_i1	6	11
TR46007|c0_g1_i1	3	15
TR46008|c0_g1_i1	2	2
TR46009|c0_g1_i1	62	17
TR46010|c0_g1_i1	25	0
TR46011|c0_g1_i1	5	18
TR46012|c0_g1_i1	8	14
TR46013|c0_g1_i1	2	7
TR46014|c0_g1_i1	1	4
TR46015|c0_g1_i1	6	7
TR46016|c0_g1_i1	12	1
TR46017|c0_g1_i1	3	5
TR46018|c0_g1_i1	3	7
TR46019|c0_g1_i1	0	6
TR46020|c0_g1_i1	10	6
TR46021|c0_g1_i1	3	12
TR46022|c0_g1_i1	11	9
TR46023|c0_g1_i1	13	3
TR46024|c0_g1_i1	13	27
TR46025|c0_g1_i1	16	10
TR46026|c0_g1_i1	2	14
TR46027|c0_g1_i1	17	1
TR46028|c0_g1_i1	19	11
TR46029|c0_g1_i1	5	3
TR46030|c0_g1_i1	2	2
TR46031|c0_g1_i1	2	6
TR46032|c0_g1_i1	5	3
TR46033|c0_g1_i1	5	1
TR46034|c0_g1_i1	2	8
TR46035|c0_g1_i1	3	4
TR46036|c0_g1_i1	7	29
TR46037|c0_g1_i1	2	5
TR46038|c0_g1_i1	5	1
TR46039|c0_g1_i1	12	3
TR46040|c0_g1_i1	17	4
TR46041|c0_g1_i1	6	5
TR46042|c0_g1_i1	3	4
TR46043|c0_g1_i1	10	11
TR46044|c0_g1_i1	11	4
TR46045|c0_g1_i1	16	3
TR46046|c0_g1_i1	10	6
TR46047|c0_g1_i1	4	7
TR46048|c0_g1_i1	6	9
TR46049|c0_g1_i1	17	16
TR46050|c0_g1_i1	4	5
TR46051|c0_g1_i1	0	11
TR46052|c0_g1_i1	3	9
TR46053|c0_g1_i1	29	14
TR46054|c0_g1_i1	4	4
TR46055|c0_g1_i1	4	14
TR46056|c0_g1_i1	2	7
TR46057|c0_g1_i1	4	8
TR46058|c0_g1_i1	3	42
TR46059|c0_g1_i1	7	8
TR46060|c0_g1_i1	20	6
TR46061|c0_g1_i1	5	5
TR46062|c0_g1_i1	4	18
TR46063|c0_g1_i1	3	3
TR46064|c0_g1_i1	6	30
TR46065|c0_g1_i1	2	7
TR46066|c0_g1_i1	4	3
TR46067|c0_g1_i1	2	16
TR46068|c0_g1_i1	0	3
TR46069|c0_g1_i1	12	10
TR46070|c0_g1_i1	11	2
TR46071|c0_g1_i1	6	8
TR46072|c0_g1_i1	0	5
TR46072|c0_g2_i1	58	62
TR46073|c0_g1_i1	3	4
TR46074|c0_g1_i1	0	10
TR46075|c0_g1_i1	3	6
TR46076|c0_g1_i1	19	34
TR46077|c0_g1_i1	1	4
TR46078|c0_g1_i1	21	0
TR46079|c0_g1_i1	8	8
TR46080|c0_g1_i1	10	1
TR46081|c0_g1_i1	13	7
TR46082|c0_g1_i1	15	5
TR46083|c0_g1_i1	2	6
TR46084|c0_g1_i1	2	6
TR46085|c0_g1_i1	3	4
TR46086|c0_g1_i1	12	19
TR46087|c0_g1_i1	14	16
TR46088|c0_g1_i1	15	15
TR46089|c0_g1_i1	0	0
TR46089|c0_g2_i1	9	5
TR46090|c0_g1_i1	5	6
TR46091|c0_g1_i1	2	1
TR46092|c0_g1_i1	4	8
TR46093|c0_g1_i1	8	8
TR46094|c0_g1_i1	22	11
TR46095|c0_g1_i1	1	4
TR46096|c0_g1_i1	10	2
TR46097|c0_g1_i1	24	11
TR46098|c0_g1_i1	5	7
TR46099|c0_g1_i1	5	4
TR46100|c0_g1_i1	5	1
TR46101|c0_g1_i1	5	1
TR46102|c0_g1_i1	36	16
TR46103|c0_g1_i1	6	2
TR46104|c0_g1_i1	0	0
TR46105|c0_g1_i1	1	7
TR46106|c0_g1_i1	1	18
TR46107|c0_g1_i1	0	0
TR46108|c0_g1_i1	5	4
TR46109|c0_g1_i1	7	9
TR46110|c0_g1_i1	5	4
TR46111|c0_g1_i1	0	15
TR46111|c0_g2_i1	1	6
TR46112|c0_g1_i1	3	9
TR46113|c0_g1_i1	9	3
TR46114|c0_g1_i1	4	13
TR46115|c0_g1_i1	9	7
TR46116|c0_g1_i1	12	0
TR46117|c0_g1_i1	28	29
TR46118|c0_g1_i1	0	4
TR46119|c0_g1_i1	15	0
TR46120|c0_g1_i1	3	4
TR46121|c0_g1_i1	5	4
TR46122|c0_g1_i1	6	9
TR46123|c0_g1_i1	1	4
TR46124|c0_g1_i1	8	4
TR46125|c0_g1_i1	8	1
TR46126|c0_g1_i1	8	4
TR46127|c0_g1_i1	0	10
TR46128|c0_g1_i1	5	6
TR46129|c0_g1_i1	13	10
TR46130|c0_g1_i1	5	7
TR46131|c0_g1_i1	7	7
TR46132|c0_g1_i1	11	9
TR46133|c0_g1_i1	0	0
TR46134|c0_g1_i1	8	7
TR46135|c0_g1_i1	4	7
TR46136|c0_g1_i1	4	2
TR46137|c0_g1_i1	3	15
TR46138|c0_g1_i1	12	5
TR46139|c0_g1_i1	14	9
TR46140|c0_g1_i1	3	10
TR46141|c0_g1_i1	11	5
TR46142|c0_g1_i1	0	3
TR46142|c0_g2_i1	0	0
TR46143|c0_g1_i1	12	28
TR46144|c0_g1_i1	4	5
TR46145|c0_g1_i1	3	7
TR46146|c0_g1_i1	5	5
TR46147|c0_g1_i1	5	2
TR46148|c0_g1_i1	1	5
TR46149|c0_g1_i1	8	15
TR46150|c0_g1_i1	1	18
TR46151|c0_g1_i1	28	19
TR46152|c0_g1_i1	5	2
TR46153|c0_g1_i1	12	9
TR46154|c0_g1_i1	10	24
TR46155|c0_g1_i1	53	31
TR46156|c0_g1_i1	4	11
TR46157|c0_g1_i1	14	34
TR46158|c0_g1_i1	15	12
TR46159|c0_g1_i1	11	4
TR46160|c0_g1_i1	23	0
TR46161|c0_g1_i1	2	4
TR46162|c0_g1_i1	8	2
TR46163|c0_g1_i1	13	5
TR46164|c0_g1_i1	1	21
TR46165|c0_g1_i1	216	11
TR46166|c0_g1_i1	5	3
TR46167|c0_g1_i1	4	2
TR46168|c0_g1_i1	5	2
TR46168|c0_g2_i1	5	0
TR46169|c0_g1_i1	5	7
TR46170|c0_g1_i1	12	10
TR46171|c0_g1_i1	6	3
TR46172|c0_g1_i1	5	24
TR46173|c0_g1_i1	1	5
TR46174|c0_g1_i1	15	10
TR46175|c0_g1_i1	30	15
TR46176|c0_g1_i1	21	10
TR46177|c0_g1_i1	1	6
TR46178|c0_g1_i1	2	6
TR46179|c0_g1_i1	1	14
TR46180|c0_g1_i1	7	38
TR46181|c0_g1_i1	6	40
TR46182|c0_g1_i1	21	16
TR46183|c0_g1_i1	15	57
TR46184|c0_g1_i1	2	7
TR46185|c0_g1_i1	1	1
TR46186|c0_g1_i1	8	14
TR46187|c0_g1_i1	2	0
TR46188|c0_g1_i1	1	9
TR46189|c0_g1_i1	5	5
TR46190|c0_g1_i1	13	2
TR46191|c0_g1_i1	20	30
TR46192|c0_g1_i1	17	9
TR46193|c0_g1_i1	3	8
TR46194|c0_g1_i1	19	0
TR46195|c0_g1_i1	17	16
TR46196|c0_g1_i1	4	1
TR46197|c0_g1_i1	0	0
TR46198|c0_g1_i1	0	12
TR46199|c0_g1_i1	12	11
TR46200|c0_g1_i1	37	46
TR46201|c0_g1_i1	6	1
TR46202|c0_g1_i1	4	5
TR46203|c0_g1_i1	2	5
TR46204|c0_g1_i1	2	2
TR46205|c0_g1_i1	50	13
TR46206|c0_g1_i1	5	8
TR46207|c0_g1_i1	4	7
TR46208|c0_g1_i1	8	4
TR46209|c0_g1_i1	2	17
TR46210|c0_g1_i1	0	11
TR46211|c0_g1_i1	7	6
TR46212|c0_g1_i1	8	29
TR46213|c0_g1_i1	2	2
TR46214|c0_g1_i1	26	56
TR46215|c0_g1_i1	10	30
TR46216|c0_g1_i1	13	12
TR46217|c0_g1_i1	2	11
TR46218|c0_g1_i1	0	10
TR46219|c0_g1_i1	2	3
TR46220|c0_g1_i1	12	30
TR46221|c0_g1_i1	2	2
TR46222|c0_g1_i1	1	9
TR46223|c0_g1_i1	4	11
TR46224|c0_g1_i1	2	1
TR46225|c0_g1_i1	7	0
TR46226|c0_g1_i1	13	0
TR46227|c0_g1_i1	7	1
TR46228|c0_g1_i1	5	3
TR46229|c0_g1_i1	1	3
TR46230|c0_g1_i1	0	19
TR46231|c0_g1_i1	3	5
TR46232|c0_g1_i1	0	2
TR46233|c0_g1_i1	4	13
TR46234|c0_g1_i1	0	0
TR46235|c0_g1_i1	5	21
TR46236|c0_g1_i1	5	4
TR46237|c0_g1_i1	27	0
TR46237|c0_g2_i1	0	30
TR46238|c0_g1_i1	8	1
TR46239|c0_g1_i1	9	21
TR46240|c0_g1_i1	3	3
TR46241|c0_g1_i1	23	18
TR46242|c0_g1_i1	7	0
TR46243|c0_g1_i1	27	12
TR46244|c0_g1_i1	2	5
TR46245|c0_g1_i1	4	8
TR46246|c0_g1_i1	3	9
TR46247|c0_g1_i1	15	7
TR46248|c0_g1_i1	8	14
TR46249|c0_g1_i1	3	10
TR46250|c0_g1_i1	10	15
TR46251|c0_g1_i1	17	16
TR46252|c0_g1_i1	5	4
TR46253|c0_g1_i1	0	2
TR46253|c0_g2_i1	7	14
TR46254|c0_g1_i1	10	3
TR46255|c0_g1_i1	4	15
TR46256|c0_g1_i1	10	25
TR46257|c0_g1_i1	9	7
TR46258|c0_g1_i1	6	7
TR46259|c0_g1_i1	0	32
TR46260|c0_g1_i1	1	17
TR46261|c0_g1_i1	11	23
TR46262|c0_g1_i1	56	5
TR46263|c0_g1_i1	5	20
TR46264|c0_g1_i1	7	5
TR46265|c0_g1_i1	13	2
TR46266|c0_g1_i1	3	7
TR46267|c0_g1_i1	7	14
TR46268|c0_g1_i1	4	15
TR46269|c0_g1_i1	2	6
TR46270|c0_g1_i1	48	0
TR46271|c0_g1_i1	17	19
TR46272|c0_g1_i1	2	9
TR46273|c0_g1_i1	12	0
TR46274|c0_g1_i1	18	10
TR46275|c0_g1_i1	15	32
TR46275|c0_g2_i1	0	0
TR46276|c0_g1_i1	4	3
TR46276|c0_g2_i1	11	28
TR46277|c0_g1_i1	10	18
TR46278|c0_g1_i1	17	4
TR46279|c0_g1_i1	3	0
TR46280|c0_g1_i1	20	1
TR46281|c0_g1_i1	14	7
TR46282|c0_g1_i1	5	24
TR46283|c0_g1_i1	0	10
TR46284|c0_g1_i1	1	6
TR46285|c0_g1_i1	2	2
TR46286|c0_g1_i1	13	10
TR46287|c0_g1_i1	8	4
TR46288|c0_g1_i1	6	12
TR46289|c0_g1_i1	0	1
TR46290|c0_g1_i1	12	19
TR46291|c0_g1_i1	10	4
TR46292|c0_g1_i1	2	1
TR46293|c0_g1_i1	30	1
TR46294|c0_g1_i1	1	7
TR46295|c0_g1_i1	2	8
TR46296|c0_g1_i1	3	14
TR46297|c0_g1_i1	10	25
TR46298|c0_g1_i1	26	47
TR46299|c0_g1_i1	3	2
TR46300|c0_g1_i1	3	10
TR46301|c0_g1_i1	0	1
TR46302|c0_g1_i1	4	22
TR46303|c0_g1_i1	45	36
TR46304|c0_g1_i1	12	9
TR46305|c0_g1_i1	0	6
TR46306|c0_g1_i1	3	10
TR46307|c0_g1_i1	6	24
TR46308|c0_g1_i1	12	11
TR46309|c0_g1_i1	9	3
TR46310|c0_g1_i1	9	1
TR46311|c0_g1_i1	2	5
TR46312|c0_g1_i1	4	7
TR46313|c0_g1_i1	13	49
TR46314|c0_g1_i1	10	9
TR46315|c0_g1_i1	2	9
TR46316|c0_g1_i1	4	15
TR46317|c0_g1_i1	4	12
TR46318|c0_g1_i1	10	2
TR46319|c0_g1_i1	5	6
TR46319|c0_g2_i1	0	0
TR46320|c0_g1_i1	24	1
TR46321|c0_g1_i1	6	16
TR46322|c0_g1_i1	5	8
TR46323|c0_g1_i1	3	5
TR46324|c0_g1_i1	0	0
TR46325|c0_g1_i1	6	32
TR46326|c0_g1_i1	14	0
TR46327|c0_g1_i1	5	6
TR46328|c0_g1_i1	16	0
TR46329|c0_g1_i1	3	13
TR46330|c0_g1_i1	0	0
TR46331|c0_g1_i1	3	3
TR46332|c0_g1_i1	2	7
TR46333|c0_g1_i1	3	4
TR46334|c0_g1_i1	5	10
TR46335|c0_g1_i1	106	41
TR46336|c0_g1_i1	6	13
TR46337|c0_g1_i1	8	1
TR46338|c0_g1_i1	10	15
TR46339|c0_g1_i1	8	5
TR46340|c0_g1_i1	4	11
TR46341|c0_g1_i1	9	0
TR46342|c0_g1_i1	18	20
TR46343|c0_g1_i1	0	6
TR46344|c0_g1_i1	8	24
TR46345|c0_g1_i1	4	0
TR46345|c0_g2_i1	12	15
TR46346|c0_g1_i1	8	11
TR46347|c0_g1_i1	2	3
TR46348|c0_g1_i1	0	1
TR46349|c0_g1_i1	3	6
TR46350|c0_g1_i1	20	25
TR46351|c0_g1_i1	5	10
TR46352|c0_g1_i1	1	9
TR46353|c0_g1_i1	3	6
TR46354|c0_g1_i1	10	9
TR46355|c0_g1_i1	4	7
TR46356|c0_g1_i1	4	19
TR46357|c0_g1_i1	8	10
TR46358|c0_g1_i1	2	18
TR46359|c0_g1_i1	0	9
TR46360|c0_g1_i1	2	20
TR46361|c0_g1_i1	3	3
TR46362|c0_g1_i1	10	9
TR46363|c0_g1_i1	0	20
TR46364|c0_g1_i1	22	7
TR46365|c0_g1_i1	13	11
TR46366|c0_g1_i1	3	5
TR46367|c0_g1_i1	0	0
TR46368|c0_g1_i1	4	4
TR46369|c0_g1_i1	2	9
TR46370|c0_g1_i1	0	17
TR46371|c0_g1_i1	8	0
TR46372|c0_g1_i1	3	13
TR46373|c0_g1_i1	0	0
TR46374|c0_g1_i1	4	3
TR46375|c0_g1_i1	17	18
TR46376|c0_g1_i1	7	8
TR46377|c0_g1_i1	6	1
TR46378|c0_g1_i1	7	8
TR46379|c0_g1_i1	1	7
TR46380|c0_g1_i1	14	16
TR46381|c0_g1_i1	8	21
TR46382|c0_g1_i1	3	10
TR46383|c0_g1_i1	8	10
TR46384|c0_g1_i1	7	17
TR46385|c0_g1_i1	7	10
TR46386|c0_g1_i1	6	6
TR46387|c0_g1_i1	2	6
TR46388|c0_g1_i1	1	10
TR46389|c0_g1_i1	8	16
TR46390|c0_g1_i1	10	9
TR46391|c0_g1_i1	6	8
TR46392|c0_g1_i1	11	6
TR46393|c0_g1_i1	5	6
TR46394|c0_g1_i1	9	3
TR46395|c0_g1_i1	12	14
TR46396|c0_g1_i1	23	0
TR46397|c0_g1_i1	0	0
TR46398|c0_g1_i1	9	7
TR46399|c0_g1_i1	6	2
TR46400|c0_g1_i1	3	5
TR46401|c0_g1_i1	1	31
TR46402|c0_g1_i1	3	2
TR46403|c0_g1_i1	79	93
TR46404|c0_g1_i1	10	10
TR46405|c0_g1_i1	8	4
TR46406|c0_g1_i1	0	0
TR46406|c0_g2_i1	16	17
TR46407|c0_g1_i1	4	5
TR46408|c0_g1_i1	3	5
TR46409|c0_g1_i1	0	7
TR46409|c0_g2_i1	0	2
TR46410|c0_g1_i1	6	8
TR46411|c0_g1_i1	8	1
TR46412|c0_g1_i1	8	10
TR46413|c0_g1_i1	1	4
TR46414|c0_g1_i1	43	3
TR46415|c0_g1_i1	1	13
TR46416|c0_g1_i1	6	3
TR46417|c0_g1_i1	18	12
TR46418|c0_g1_i1	2	10
TR46419|c0_g1_i1	1	0
TR46420|c0_g1_i1	12	2
TR46421|c0_g1_i1	3	6
TR46422|c0_g1_i1	4	1
TR46423|c0_g1_i1	11	7
TR46424|c0_g1_i1	51	86
TR46425|c0_g1_i1	3	4
TR46426|c0_g1_i1	6	9
TR46427|c0_g1_i1	5	2
TR46428|c0_g1_i1	1	21
TR46429|c0_g1_i1	2	10
TR46430|c0_g1_i1	7	4
TR46431|c0_g1_i1	10	34
TR46432|c0_g1_i1	2	6
TR46433|c0_g1_i1	2	9
TR46434|c0_g1_i1	18	11
TR46435|c0_g1_i1	6	3
TR46436|c0_g1_i1	9	0
TR46437|c0_g1_i1	10	7
TR46438|c0_g1_i1	5	8
TR46439|c0_g1_i1	0	8
TR46440|c0_g1_i1	12	3
TR46441|c0_g1_i1	6	7
TR46442|c0_g1_i1	3	6
TR46443|c0_g1_i1	20	0
TR46444|c0_g1_i1	19	26
TR46445|c0_g1_i1	11	7
TR46446|c0_g1_i1	44	28
TR46447|c0_g1_i1	0	28
TR46448|c0_g1_i1	9	5
TR46449|c0_g1_i1	4	2
TR46450|c0_g1_i1	53	33
TR46451|c0_g1_i1	9	10
TR46452|c0_g1_i1	2	8
TR46453|c0_g1_i1	3	7
TR46454|c0_g1_i1	5	5
TR46455|c0_g1_i1	16	22
TR46456|c0_g1_i1	2	7
TR46457|c0_g1_i1	6	7
TR46458|c0_g1_i1	3	4
TR46459|c0_g1_i1	4	2
TR46460|c0_g1_i1	9	4
TR46461|c0_g1_i1	12	7
TR46462|c0_g1_i1	1	17
TR46463|c0_g1_i1	2	0
TR46463|c0_g2_i1	2	3
TR46464|c0_g1_i1	10	5
TR46465|c0_g1_i1	0	8
TR46466|c0_g1_i1	7	6
TR46467|c0_g1_i1	2	10
TR46468|c0_g1_i1	15	7
TR46469|c0_g1_i1	3	2
TR46470|c0_g1_i1	14	11
TR46471|c0_g1_i1	0	3
TR46471|c0_g2_i1	5	0
TR46472|c0_g1_i1	9	6
TR46473|c0_g1_i1	12	38
TR46474|c0_g1_i1	4	3
TR46475|c0_g1_i1	7	20
TR46476|c0_g1_i1	1	4
TR46477|c0_g1_i1	9	10
TR46478|c0_g1_i1	8	5
TR46479|c0_g1_i1	1	2
TR46480|c0_g1_i1	2	13
TR46481|c0_g1_i1	4	3
TR46482|c0_g1_i1	4	2
TR46483|c0_g1_i1	9	5
TR46484|c0_g1_i1	11	12
TR46485|c0_g1_i1	0	7
TR46486|c0_g1_i1	13	9
TR46486|c0_g2_i1	0	0
TR46487|c0_g1_i1	3	5
TR46488|c0_g1_i1	30	46
TR46489|c0_g1_i1	27	1
TR46490|c0_g1_i1	2	5
TR46491|c0_g1_i1	3	5
TR46492|c0_g1_i1	1	10
TR46493|c0_g1_i1	8	50
TR46494|c0_g1_i1	3	6
TR46495|c0_g1_i1	24	18
TR46496|c0_g1_i1	2	2
TR46497|c0_g1_i1	3	4
TR46498|c0_g1_i1	14	6
TR46499|c0_g1_i1	10	2
TR46500|c0_g1_i1	4	5
TR46501|c0_g1_i1	4	1
TR46502|c0_g1_i1	4	8
TR46503|c0_g1_i1	0	19
TR46504|c0_g1_i1	4	4
TR46505|c0_g1_i1	3	7
TR46506|c0_g1_i1	8	3
TR46507|c0_g1_i1	6	10
TR46508|c0_g1_i1	2	14
TR46509|c0_g1_i1	39	42
TR46510|c0_g1_i1	0	1
TR46511|c0_g1_i1	5	11
TR46512|c0_g1_i1	5	13
TR46513|c0_g1_i1	4	3
TR46514|c0_g1_i1	4	2
TR46515|c0_g1_i1	3	7
TR46516|c0_g1_i1	4	9
TR46517|c0_g1_i1	9	12
TR46518|c0_g1_i1	22	9
TR46518|c0_g2_i1	0	0
TR46519|c0_g1_i1	7	2
TR46520|c0_g1_i1	8	13
TR46521|c0_g1_i1	9	2
TR46522|c0_g1_i1	18	18
TR46523|c0_g1_i1	11	1
TR46524|c0_g1_i1	35	32
TR46525|c0_g1_i1	5	6
TR46526|c0_g1_i1	4	33
TR46527|c0_g1_i1	1	3
TR46528|c0_g1_i1	0	10
TR46529|c0_g1_i1	7	8
TR46530|c0_g1_i1	4	3
TR46531|c0_g1_i1	4	6
TR46532|c0_g1_i1	3	3
TR46533|c0_g1_i1	3	7
TR46534|c0_g1_i1	3	5
TR46535|c0_g1_i1	5	10
TR46536|c0_g1_i1	12	1
TR46537|c0_g1_i1	24	11
TR46538|c0_g1_i1	0	30
TR46539|c0_g1_i1	1	7
TR46540|c0_g1_i1	6	2
TR46541|c0_g1_i1	1	14
TR46542|c0_g1_i1	24	15
TR46543|c0_g1_i1	3	3
TR46544|c0_g1_i1	4	9
TR46545|c0_g1_i1	3	0
TR46545|c0_g2_i1	12	16
TR46546|c0_g1_i1	3	2
TR46547|c0_g1_i1	11	2
TR46548|c0_g1_i1	0	0
TR46549|c0_g1_i1	47	134
TR46550|c0_g1_i1	7	19
TR46551|c0_g1_i1	2	17
TR46552|c0_g1_i1	2	0
TR46553|c0_g1_i1	6	3
TR46554|c0_g1_i1	7	13
TR46555|c0_g1_i1	16	25
TR46556|c0_g1_i1	4	11
TR46557|c0_g1_i1	2	5
TR46558|c0_g1_i1	8	14
TR46559|c0_g1_i1	0	3
TR46560|c0_g1_i1	1	10
TR46561|c0_g1_i1	2	47
TR46562|c0_g1_i1	0	0
TR46563|c0_g1_i1	5	6
TR46564|c0_g1_i1	3	3
TR46565|c0_g1_i1	23	17
TR46566|c0_g1_i1	9	10
TR46567|c0_g1_i1	5	4
TR46568|c0_g1_i1	3	6
TR46569|c0_g1_i1	10	5
TR46570|c0_g1_i1	9	5
TR46571|c0_g1_i1	6	3
TR46572|c0_g1_i1	3	3
TR46573|c0_g1_i1	3	12
TR46574|c0_g1_i1	9	5
TR46575|c0_g1_i1	6	5
TR46576|c0_g1_i1	109	95
TR46577|c0_g1_i1	0	6
TR46578|c0_g1_i1	5	9
TR46579|c0_g1_i1	9	6
TR46580|c0_g1_i1	9	16
TR46581|c0_g1_i1	0	14
TR46582|c0_g1_i1	10	18
TR46583|c0_g1_i1	4	2
TR46584|c0_g1_i1	2	9
TR46585|c0_g1_i1	7	2
TR46586|c0_g1_i1	5	7
TR46587|c0_g1_i1	5	1
TR46588|c0_g1_i1	3	3
TR46589|c0_g1_i1	6	9
TR46590|c0_g1_i1	0	10
TR46591|c0_g1_i1	2	10
TR46592|c0_g1_i1	12	17
TR46593|c0_g1_i1	6	2
TR46594|c0_g1_i1	3	5
TR46595|c0_g1_i1	2	7
TR46596|c0_g1_i1	8	4
TR46597|c0_g1_i1	1	0
TR46598|c0_g1_i1	0	5
